,Date,Open,High,Low,Close,Volume,Turnover (₹ Cr),SMA_20,EMA_10,RSI,Returns,Volatility
197,2024-10-07,25084.1,25143.0,24694.35,24795.75,374345795.0,40550.24,25498.7375,25442.950632849257,37.40683628887175,-0.008748890647861551,0.009046909584353098
198,2024-10-08,24832.2,25044.0,24756.8,25013.15,333220055.0,33493.36,25502.575,25364.8050632403,41.94740187509937,0.008767631549761568,0.009233294767100855
199,2024-10-09,25065.8,25234.05,24947.7,24981.95,290562844.0,30877.63,25499.6175,25295.195051742063,42.111350402807716,-0.0012473438971101203,0.009189182159494769
200,2024-10-10,25067.05,25134.05,24979.4,24998.45,261364749.0,28046.45,25503.6175,25241.241405970777,41.60481161869132,0.0006604768642959336,0.009119527630532349
201,2024-10-11,24985.3,25028.65,24920.05,24964.25,210462717.0,21734.97,25482.385000000002,25190.879332157907,30.726908192287965,-0.0013680848212589414,0.007990707903374092
202,2024-10-14,25023.45,25159.75,25017.5,25127.95,206423311.0,21270.9,25470.9575,25179.437635401922,31.2271443780957,0.006557377049180246,0.008157042477117028
203,2024-10-15,25186.3,25212.05,25008.15,25057.35,257228772.0,29113.88,25454.6375,25157.23988351066,30.19667645937517,-0.002809620362982379,0.00816579700670174
204,2024-10-16,25008.55,25093.4,24908.45,24971.3,226774456.0,24115.83,25432.275,25123.432631963267,27.066634100850393,-0.0034341221238478603,0.008174970591444355
205,2024-10-17,25027.4,25029.5,24728.9,24749.85,252755662.0,32606.34,25400.89,25055.508517060855,17.582028831697244,-0.008868180671410819,0.008369029468877779
206,2024-10-18,24664.95,24886.2,24567.65,24854.05,290855392.0,31772.76,25372.802499999998,25018.87969577706,21.550354305346843,0.0042101265260194864,0.008436903032829337
207,2024-10-21,24956.15,24978.3,24679.6,24781.1,241978957.0,32207.22,25322.309999999998,24975.647023817593,24.67848624191612,-0.0029351353199982277,0.007571428134749043
208,2024-10-22,24798.65,24882.0,24445.8,24472.1,279484697.0,32801.59,25248.9625,24884.09301948712,21.55127984882327,-0.01246918014131737,0.007689556451182298
209,2024-10-23,24378.15,24604.25,24378.1,24435.5,284556771.0,31928.1,25173.7175,24802.530652307643,27.59872401275996,-0.0014955806816742134,0.0076662674874927745
210,2024-10-24,24412.7,24480.65,24341.2,24399.4,216686434.0,27817.66,25093.48,24729.23417006989,30.998270323696687,-0.0014773587608192251,0.007569917991713118
211,2024-10-25,24418.05,24440.25,24073.9,24180.8,372642214.0,37068.91,24991.717500000002,24629.518866420814,31.00305829291655,-0.00895923670254195,0.007182356355720146
212,2024-10-28,24251.1,24492.6,24134.9,24339.15,278562235.0,28136.06,24899.7275,24576.724527071576,28.39050977877534,0.006548584000529489,0.007545244570515885
213,2024-10-29,24328.85,24484.5,24140.85,24466.85,332044690.0,35579.48,24832.5275,24556.747340331287,34.44746376811591,0.00524669103070563,0.007370817904142409
214,2024-10-30,24371.45,24498.2,24307.3,24340.85,285196335.0,31068.7,24759.725,24517.49327845287,31.376380628717058,-0.005149825171609779,0.007373636253482201
215,2024-10-31,24349.85,24372.45,24172.6,24205.35,287007588.0,33403.89,24707.487499999996,24460.7399550978,29.673773301907005,-0.005566773551457738,0.006036691465808617
216,2024-11-01,24302.75,24368.25,24280.2,24304.35,38811387.0,3348.45,24671.975,24432.30541780729,27.14888186005213,0.004090004895611843,0.005935180280381562
217,2024-11-04,24315.75,24316.75,23816.15,23995.35,285531635.0,31561.52,24631.954999999998,24352.85897820596,23.97696642979662,-0.012713773460306443,0.006250610050422434
218,2024-11-05,23916.5,24229.05,23842.75,24213.3,289511197.0,30074.77,24591.962499999998,24327.484618532148,32.55385748480943,0.009083009833155131,0.0062785322260209
219,2024-11-06,24308.75,24537.6,24204.05,24484.05,351082031.0,34108.84,24567.0675,24355.951051526303,44.018094252149275,0.011181871120417242,0.006900147609373302
220,2024-11-07,24489.6,24503.35,24179.05,24199.35,322185588.0,30971.89,24527.1125,24327.478133066972,36.3729081675131,-0.011627978214388546,0.007282575505195274
221,2024-11-08,24207.7,24276.15,24066.65,24148.2,298725122.0,27670.3,24486.31,24294.882108872975,36.70601579566463,-0.0021136931363857636,0.007283245753716024
222,2024-11-11,24087.25,24336.8,24004.6,24141.3,273370562.0,26600.28,24436.9775,24266.958089077885,42.04157243901266,-0.0002857355827764474,0.007034613133566877
223,2024-11-12,24225.8,24242.0,23839.15,23883.45,255825829.0,26852.73,24378.2825,24197.229345609176,37.99656454523712,-0.010680866399075395,0.0072988514439792825
224,2024-11-13,23822.45,23873.6,23509.6,23559.05,304569316.0,27765.81,24307.67,24081.196737316597,33.76354889193729,-0.013582627300494754,0.007717427494787591
225,2024-11-14,23542.15,23675.9,23484.15,23532.7,257708474.0,24814.37,24246.8125,23981.470057804487,36.47311738186678,-0.0011184661520731165,0.007594423963064521
226,2024-11-18,23605.3,23606.8,23350.4,23453.8,263311912.0,25257.33,24176.8,23885.53004729458,30.887464110700876,-0.0033527814487925856,0.007429709178713512
227,2024-11-19,23529.55,23780.65,23464.8,23518.5,297477279.0,30486.78,24113.670000000002,23818.797311422833,28.955018529614136,0.002758614808687776,0.0075353729765638595
228,2024-11-21,23488.45,23507.3,23263.15,23349.9,420332354.0,40900.89,24057.56,23733.543254800497,28.417728411194673,-0.007168824542381436,0.0072575076080100475
229,2024-11-22,23411.8,23956.1,23359.0,23907.25,367562789.0,39257.52,24031.1475,23765.126299382224,44.51538121872243,0.02386948123974819,0.009329517857625627
230,2024-11-25,24253.55,24351.55,24135.45,24221.9,687172787.0,85975.81,24022.2725,23848.176063130908,48.594562345521226,0.013161279528176584,0.009853800558225262
231,2024-11-26,24343.3,24343.3,24125.4,24194.5,230691771.0,24140.67,24022.957499999997,23911.144051652558,53.7552090207984,-0.0011312077087264338,0.00964581510229011
232,2024-11-27,24204.8,24354.55,24145.65,24274.9,295011445.0,31149.09,24019.745000000003,23977.281496806638,51.225090489638475,0.0033230692926078387,0.009558403845412511
233,2024-11-28,24274.15,24345.75,23873.35,23914.15,366745300.0,41198.27,23992.109999999997,23965.803042841795,39.05763987558087,-0.014861029293632533,0.010014276075995601
234,2024-11-29,23927.15,24188.45,23927.15,24131.1,282104071.0,30509.98,23981.6225,23995.857035052377,48.65456265893903,0.009072034757664271,0.010214085093142351
235,2024-12-02,24140.85,24301.7,24008.65,24276.05,220384187.0,23162.75,23985.1575,24046.801210497397,52.43046974507155,0.006006771344862161,0.010232786718114622
236,2024-12-03,24367.5,24481.35,24280.0,24457.15,339470947.0,34228.3,23992.7975,24121.41008131605,55.63142974307775,0.0074600274756395635,0.010327600169723367
237,2024-12-04,24488.75,24573.2,24366.3,24467.45,348003156.0,34639.78,24016.4025,24184.326430167675,61.42052565707133,0.00042114473681520437,0.009859211736377892
238,2024-12-05,24539.15,24857.75,24295.55,24708.4,361469920.0,40471.33,24041.1575,24279.61253377355,73.23468170699661,0.009847777353177323,0.009893549917046773
239,2024-12-06,24729.45,24751.05,24620.5,24677.8,226731303.0,23904.13,24050.844999999998,24352.010254905632,73.10905715208258,-0.0012384452251057443,0.009610453129177594
240,2024-12-09,24633.9,24705.0,24580.05,24619.0,248139308.0,25099.79,24071.8275,24400.55384492279,73.70701932858594,-0.002382708345152307,0.009213695575090261
241,2024-12-10,24652.65,24677.8,24510.65,24610.05,261048951.0,26093.38,24094.92,24438.644054936827,72.72405537628808,-0.0003635403550104055,0.009191849665743856
242,2024-12-11,24620.5,24691.75,24583.85,24641.8,187252712.0,21592.23,24119.945,24475.581499493765,78.52002295907093,0.0012901233439184256,0.009187112155555694
243,2024-12-12,24604.45,24675.25,24527.95,24548.7,266051129.0,28235.17,24153.207499999997,24488.87577231308,67.81162358037372,-0.003778133090926783,0.008845888580734462
244,2024-12-13,24498.35,24792.3,24180.8,24768.3,310080852.0,30429.73,24213.670000000002,24539.680177347065,66.01782363977478,0.008945483874909899,0.00825036092543707
245,2024-12-16,24753.4,24781.25,24601.75,24668.25,187551629.0,18608.23,24270.447500000002,24563.056508738508,63.320680444257,-0.004039437506813126,0.008343819599031355
246,2024-12-17,24584.8,24624.1,24303.45,24336.0,264881033.0,26765.16,24314.557500000003,24521.773507149686,51.50485197773505,-0.013468730047733413,0.008991839880329696
247,2024-12-18,24297.95,24394.45,24149.85,24198.85,235346534.0,23315.92,24348.575,24463.060142213377,57.87987821754766,-0.005635683760683796,0.009143604929541872
248,2024-12-19,23877.15,24004.9,23870.3,23951.7,271128027.0,27815.23,24378.665,24370.085570901854,45.11624108455388,-0.01021329525989867,0.009318600221842352
